TYPE,IDENTIFIER,GRAMMAR_PATTERN,WORD,POSITION,NORMALIZED_POSITION,CONTEXT,CORRECT_TAG,SYSTEM,IDENTIFIER_CODE
int,loaded mentions count,NM NM N,loaded,0,0,3,NM,{'Telegram.srcml.xml_identifiers'},866
int,loaded mentions count,NM NM N,mentions,1,1,3,NM,{'Telegram.srcml.xml_identifiers'},866
String[],logger Name Parts,NM NM NPL,logger,0,0,3,NM,{'jenkins.srcml.xml_identifiers'},867
String[],logger Name Parts,NM NM NPL,Name,1,1,3,NM,{'jenkins.srcml.xml_identifiers'},867
String[],logger Name Parts,NM NM NPL,Parts,2,2,3,NPL,{'jenkins.srcml.xml_identifiers'},867
int,lower tail,NM N,tail,1,2,3,N,{'calligra.srcml.xml_identifiers'},868
int,lower tail,NM N,lower,0,0,3,NM,{'calligra.srcml.xml_identifiers'},868
vector,mapped labels,NM NPL,mapped,0,0,3,NM,{'opencv.srcml.xml_identifiers'},869
vector,mapped labels,NM NPL,labels,1,2,3,NPL,{'opencv.srcml.xml_identifiers'},869
long,max Age Seconds Long,NM NM NPL NM,max,0,0,3,NM,{'okhttp.srcml.xml_identifiers'},870
long,max Age Seconds Long,NM NM NPL NM,Age,1,1,3,NM,{'okhttp.srcml.xml_identifiers'},870
long,max Age Seconds Long,NM NM NPL NM,Long,3,2,3,NM,{'okhttp.srcml.xml_identifiers'},870
long,max Age Seconds Long,NM NM NPL NM,Seconds,2,1,3,NPL,{'okhttp.srcml.xml_identifiers'},870
sharedptr,max basket,NM N,basket,1,2,3,N,{'QuantLib.srcml.xml_identifiers'},871
sharedptr,max basket,NM N,max,0,0,3,NM,{'QuantLib.srcml.xml_identifiers'},871
sizet,max input size,NM NM N,size,2,2,3,N,{'grpc.srcml.xml_identifiers'},872
sizet,max input size,NM NM N,max,0,0,3,NM,{'grpc.srcml.xml_identifiers'},872
sizet,max input size,NM NM N,input,1,1,3,NM,{'grpc.srcml.xml_identifiers'},872
uint,melanin ofs,NM N,ofs,1,2,3,N,{'blender.srcml.xml_identifiers'},873
uint,melanin ofs,NM N,melanin,0,0,3,NM,{'blender.srcml.xml_identifiers'},873
String,merged Type,NM N,Type,1,2,3,N,{'elasticsearch.srcml.xml_identifiers'},874
String,merged Type,NM N,merged,0,0,3,NM,{'elasticsearch.srcml.xml_identifiers'},874
Class,method Handles,NM NPL,method,0,0,3,NM,{'mockito.srcml.xml_identifiers'},875
Class,method Handles,NM NPL,Handles,1,2,3,NPL,{'mockito.srcml.xml_identifiers'},875
auto,method index,NM N,index,1,2,3,N,{'grpc.srcml.xml_identifiers'},876
auto,method index,NM N,method,0,0,3,NM,{'grpc.srcml.xml_identifiers'},876
TransducerGraph,minimized Random FA,NM NM N,FA,2,2,3,N,{'corenlp.srcml.xml_identifiers'},877
TransducerGraph,minimized Random FA,NM NM N,minimized,0,0,3,NM,{'corenlp.srcml.xml_identifiers'},877
TransducerGraph,minimized Random FA,NM NM N,Random,1,1,3,NM,{'corenlp.srcml.xml_identifiers'},877
Set,missing Classes,NM NPL,missing,0,0,3,NM,{'elasticsearch.srcml.xml_identifiers'},878
Set,missing Classes,NM NPL,Classes,1,2,3,NPL,{'elasticsearch.srcml.xml_identifiers'},878
Method,mock Method,NM N,Method,1,2,3,N,{'mockito.srcml.xml_identifiers'},879
Method,mock Method,NM N,mock,0,0,3,NM,{'mockito.srcml.xml_identifiers'},879
ModificationInterface,mod Iface,NM N,Iface,1,2,3,N,{'kdevelop.srcml.xml_identifiers'},880
ModificationInterface,mod Iface,NM N,mod,0,0,3,NM,{'kdevelop.srcml.xml_identifiers'},880
MediaHandler,movie Media Handler,NM NM N,Handler,2,2,3,N,{'openFrameworks.srcml.xml_identifiers'},881
MediaHandler,movie Media Handler,NM NM N,movie,0,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},881
MediaHandler,movie Media Handler,NM NM N,Media,1,1,3,NM,{'openFrameworks.srcml.xml_identifiers'},881
ThreadMXBean,mx Bean,NM N,Bean,1,2,3,N,{'junit4.srcml.xml_identifiers'},882
ThreadMXBean,mx Bean,NM N,mx,0,0,3,NM,{'junit4.srcml.xml_identifiers'},882
int nrepeats,n repeats,NM NPL,n,0,0,3,NM,{'opencv.srcml.xml_identifiers'},883
int nrepeats,n repeats,NM NPL,repeats,1,2,3,NPL,{'opencv.srcml.xml_identifiers'},883
int,nbr gaps,NM NPL,nbr,0,0,3,NM,{'blender.srcml.xml_identifiers'},884
int,nbr gaps,NM NPL,gaps,1,2,3,NPL,{'blender.srcml.xml_identifiers'},884
int,nd Formula,NM N,Formula,1,2,3,N,{'calligra.srcml.xml_identifiers'},885
int,nd Formula,NM N,nd,0,0,3,NM,{'calligra.srcml.xml_identifiers'},885
int,nearest point,NM N,point,1,2,3,N,{'blender.srcml.xml_identifiers'},886
int,nearest point,NM N,nearest,0,0,3,NM,{'blender.srcml.xml_identifiers'},886
bool,need fallback,V N,fallback,1,2,3,N,{'blender.srcml.xml_identifiers'},887
bool,need fallback,V N,need,0,0,3,V,{'blender.srcml.xml_identifiers'},887
guint,neighbor pos,NM N,pos,1,2,3,N,{'gimp.srcml.xml_identifiers'},888
guint,neighbor pos,NM N,neighbor,0,0,3,NM,{'gimp.srcml.xml_identifiers'},888
Object,network Security Policy,NM NM N,Policy,2,2,3,N,{'okhttp.srcml.xml_identifiers'},889
Object,network Security Policy,NM NM N,network,0,0,3,NM,{'okhttp.srcml.xml_identifiers'},889
Object,network Security Policy,NM NM N,Security,1,1,3,NM,{'okhttp.srcml.xml_identifiers'},889
gint,new image height,NM NM N,height,2,2,3,N,{'gimp.srcml.xml_identifiers'},890
gint,new image height,NM NM N,new,0,0,3,NM,{'gimp.srcml.xml_identifiers'},890
gint,new image height,NM NM N,image,1,1,3,NM,{'gimp.srcml.xml_identifiers'},890
int,new order,NM N,order,1,2,3,N,{'blender.srcml.xml_identifiers'},891
int,new order,NM N,new,0,0,3,NM,{'blender.srcml.xml_identifiers'},891
String,new Rule Text,NM NM N,Text,2,2,3,N,{'antlr4.srcml.xml_identifiers'},892
String,new Rule Text,NM NM N,new,0,0,3,NM,{'antlr4.srcml.xml_identifiers'},892
String,new Rule Text,NM NM N,Rule,1,1,3,NM,{'antlr4.srcml.xml_identifiers'},892
SILType,new Sil Type,NM NM N,Type,2,2,3,N,{'swift.srcml.xml_identifiers'},893
SILType,new Sil Type,NM NM N,new,0,0,3,NM,{'swift.srcml.xml_identifiers'},893
SILType,new Sil Type,NM NM N,Sil,1,1,3,NM,{'swift.srcml.xml_identifiers'},893
long,new Warning Header Size,NM NM NM N,Size,3,2,3,N,{'elasticsearch.srcml.xml_identifiers'},894
long,new Warning Header Size,NM NM NM N,new,0,0,3,NM,{'elasticsearch.srcml.xml_identifiers'},894
long,new Warning Header Size,NM NM NM N,Warning,1,1,3,NM,{'elasticsearch.srcml.xml_identifiers'},894
long,new Warning Header Size,NM NM NM N,Header,2,1,3,NM,{'elasticsearch.srcml.xml_identifiers'},894
QRegularExpression,next Fragment Expression,NM NM N,Expression,2,2,3,N,{'kdevelop.srcml.xml_identifiers'},895
QRegularExpression,next Fragment Expression,NM NM N,next,0,0,3,NM,{'kdevelop.srcml.xml_identifiers'},895
QRegularExpression,next Fragment Expression,NM NM N,Fragment,1,1,3,NM,{'kdevelop.srcml.xml_identifiers'},895
byte[],next Search,NM N,Search,1,2,3,N,{'elasticsearch.srcml.xml_identifiers'},896
byte[],next Search,NM N,next,0,0,3,NM,{'elasticsearch.srcml.xml_identifiers'},896
CSGNoiseSource,noise 1,N D,1,1,2,3,D,{'ogre.srcml.xml_identifiers'},897
CSGNoiseSource,noise 1,N D,noise,0,0,3,N,{'ogre.srcml.xml_identifiers'},897
JsonArrayBuilder,non Greedy States Builder,NM NM NM N,Builder,3,2,3,N,{'antlr4.srcml.xml_identifiers'},898
JsonArrayBuilder,non Greedy States Builder,NM NM NM N,non,0,0,3,NM,{'antlr4.srcml.xml_identifiers'},898
JsonArrayBuilder,non Greedy States Builder,NM NM NM N,Greedy,1,1,3,NM,{'antlr4.srcml.xml_identifiers'},898
JsonArrayBuilder,non Greedy States Builder,NM NM NM N,States,2,1,3,NM,{'antlr4.srcml.xml_identifiers'},898
sizet,num metadata,NM N,metadata,1,2,3,N,{'grpc.srcml.xml_identifiers'},899
sizet,num metadata,NM N,num,0,0,3,NM,{'grpc.srcml.xml_identifiers'},899
sizet,num primes,NM NPL,num,0,0,3,NM,{'Telegram.srcml.xml_identifiers'},900
sizet,num primes,NM NPL,primes,1,2,3,NPL,{'Telegram.srcml.xml_identifiers'},900
int,num States,NM NPL,num,0,0,3,NM,{'corenlp.srcml.xml_identifiers'},901
int,num States,NM NPL,States,1,2,3,NPL,{'corenlp.srcml.xml_identifiers'},901
int16t,num Vec Per Segment,NM N P N,Vec,1,1,3,N,{'Telegram.srcml.xml_identifiers'},902
int16t,num Vec Per Segment,NM N P N,Segment,3,2,3,N,{'Telegram.srcml.xml_identifiers'},902
int16t,num Vec Per Segment,NM N P N,num,0,0,3,NM,{'Telegram.srcml.xml_identifiers'},902
int16t,num Vec Per Segment,NM N P N,Per,2,1,3,P,{'Telegram.srcml.xml_identifiers'},902
int,num Verts In A,NM NPL P N,A,3,2,3,N,{'bullet3.srcml.xml_identifiers'},903
int,num Verts In A,NM NPL P N,num,0,0,3,NM,{'bullet3.srcml.xml_identifiers'},903
int,num Verts In A,NM NPL P N,Verts,1,1,3,NPL,{'bullet3.srcml.xml_identifiers'},903
int,num Verts In A,NM NPL P N,In,2,1,3,P,{'bullet3.srcml.xml_identifiers'},903
u32,number Of Joysticks,N P NPL,number,0,0,3,N,{'irrlicht.srcml.xml_identifiers'},904
u32,number Of Joysticks,N P NPL,Joysticks,2,2,3,NPL,{'irrlicht.srcml.xml_identifiers'},904
u32,number Of Joysticks,N P NPL,Of,1,1,3,P,{'irrlicht.srcml.xml_identifiers'},904
QString,numbering Path,NM N,Path,1,2,3,N,{'calligra.srcml.xml_identifiers'},905
QString,numbering Path,NM N,numbering,0,0,3,NM,{'calligra.srcml.xml_identifiers'},905
ObjectProjection,obj Proj,NM N,Proj,1,2,3,N,{'swift.srcml.xml_identifiers'},906
ObjectProjection,obj Proj,NM N,obj,0,0,3,NM,{'swift.srcml.xml_identifiers'},906
boolean,one Document,NM N,Document,1,2,3,N,{'corenlp.srcml.xml_identifiers'},907
boolean,one Document,NM N,one,0,0,3,NM,{'corenlp.srcml.xml_identifiers'},907
String[],open Class Tags,NM NM NPL,open,0,0,3,NM,{'corenlp.srcml.xml_identifiers'},908
String[],open Class Tags,NM NM NPL,Class,1,1,3,NM,{'corenlp.srcml.xml_identifiers'},908
String[],open Class Tags,NM NM NPL,Tags,2,2,3,NPL,{'corenlp.srcml.xml_identifiers'},908
OrderWith,order With,V P,With,1,2,3,P,{'junit4.srcml.xml_identifiers'},909
OrderWith,order With,V P,order,0,0,3,V,{'junit4.srcml.xml_identifiers'},909
float,ori W,NM N,W,1,2,3,N,{'bullet3.srcml.xml_identifiers'},910
float,ori W,NM N,ori,0,0,3,NM,{'bullet3.srcml.xml_identifiers'},910
double[],out d G,N NM NM,out,0,0,3,N,{'Telegram.srcml.xml_identifiers'},911
double[],out d G,N NM NM,d,1,1,3,NM,{'Telegram.srcml.xml_identifiers'},911
double[],out d G,N NM NM,G,2,2,3,NM,{'Telegram.srcml.xml_identifiers'},911
auto,overriden Function It,NM NM N,It,2,2,3,N,{'kdevelop.srcml.xml_identifiers'},912
auto,overriden Function It,NM NM N,overriden,0,0,3,NM,{'kdevelop.srcml.xml_identifiers'},912
auto,overriden Function It,NM NM N,Function,1,1,3,NM,{'kdevelop.srcml.xml_identifiers'},912
auto,PAI Arg,NM N,Arg,1,2,3,N,{'swift.srcml.xml_identifiers'},913
auto,PAI Arg,NM N,PAI,0,0,3,NM,{'swift.srcml.xml_identifiers'},913
GtkWidget,paint radio,NM N,radio,1,2,3,N,{'gimp.srcml.xml_identifiers'},914
GtkWidget,paint radio,NM N,paint,0,0,3,NM,{'gimp.srcml.xml_identifiers'},914
ParameterDef,param Def,NM N,Def,1,2,3,N,{'ogre.srcml.xml_identifiers'},915
ParameterDef,param Def,NM N,param,0,0,3,NM,{'ogre.srcml.xml_identifiers'},915
int,parts Size,NM N,Size,1,2,3,N,{'elasticsearch.srcml.xml_identifiers'},916
int,parts Size,NM N,parts,0,0,3,NM,{'elasticsearch.srcml.xml_identifiers'},916
string,passphrase,N,passphrase,0,0,3,N,{'openFrameworks.srcml.xml_identifiers'},917
Real,pd Sum,NM N,Sum,1,2,3,N,{'QuantLib.srcml.xml_identifiers'},918
Real,pd Sum,NM N,pd,0,0,3,NM,{'QuantLib.srcml.xml_identifiers'},918
string[],platform String,NM N,String,1,2,3,N,{'openFrameworks.srcml.xml_identifiers'},919
string[],platform String,NM N,platform,0,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},919
aiVector3D,present Scaling,NM N,Scaling,1,2,3,N,{'openFrameworks.srcml.xml_identifiers'},920
aiVector3D,present Scaling,NM N,present,0,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},920
int,prev num hooks,NM NM NPL,prev,0,0,3,NM,{'grpc.srcml.xml_identifiers'},921
int,prev num hooks,NM NM NPL,num,1,1,3,NM,{'grpc.srcml.xml_identifiers'},921
int,prev num hooks,NM NM NPL,hooks,2,2,3,NPL,{'grpc.srcml.xml_identifiers'},921
int,prev Signal Bar Count,NM NM NM N,Count,3,2,3,N,{'Telegram.srcml.xml_identifiers'},922
int,prev Signal Bar Count,NM NM NM N,prev,0,0,3,NM,{'Telegram.srcml.xml_identifiers'},922
int,prev Signal Bar Count,NM NM NM N,Signal,1,1,3,NM,{'Telegram.srcml.xml_identifiers'},922
int,prev Signal Bar Count,NM NM NM N,Bar,2,1,3,NM,{'Telegram.srcml.xml_identifiers'},922
int,previous Stream Id,NM NM N,Id,2,2,3,N,{'okhttp.srcml.xml_identifiers'},923
int,previous Stream Id,NM NM N,previous,0,0,3,NM,{'okhttp.srcml.xml_identifiers'},923
int,previous Stream Id,NM NM N,Stream,1,1,3,NM,{'okhttp.srcml.xml_identifiers'},923
D3D11PRIMITIVETOPOLOGY,prim Type,NM N,Type,1,2,3,N,{'ogre.srcml.xml_identifiers'},924
D3D11PRIMITIVETOPOLOGY,prim Type,NM N,prim,0,0,3,NM,{'ogre.srcml.xml_identifiers'},924
Features,processing Level,NM N,Level,1,2,3,N,{'kdevelop.srcml.xml_identifiers'},925
Features,processing Level,NM N,processing,0,0,3,NM,{'kdevelop.srcml.xml_identifiers'},925
Bool,progress out,V N,out,1,2,3,N,{'irrlicht.srcml.xml_identifiers'},926
Bool,progress out,V N,progress,0,0,3,V,{'irrlicht.srcml.xml_identifiers'},926
int,provider Code,NM N,Code,1,2,3,N,{'Telegram.srcml.xml_identifiers'},927
int,provider Code,NM N,provider,0,0,3,NM,{'Telegram.srcml.xml_identifiers'},927
camhdr,r hdr,NM N,hdr,1,2,3,N,{'openFrameworks.srcml.xml_identifiers'},928
camhdr,r hdr,NM N,r,0,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},928
List,raw Extra Interfaces,NM NM NPL,raw,0,0,3,NM,{'mockito.srcml.xml_identifiers'},929
List,raw Extra Interfaces,NM NM NPL,Extra,1,1,3,NM,{'mockito.srcml.xml_identifiers'},929
List,raw Extra Interfaces,NM NM NPL,Interfaces,2,2,3,NPL,{'mockito.srcml.xml_identifiers'},929
GPUVertBufRaw,raw nor,NM N,nor,1,2,3,N,{'blender.srcml.xml_identifiers'},930
GPUVertBufRaw,raw nor,NM N,raw,0,0,3,NM,{'blender.srcml.xml_identifiers'},930
float,rcp len 2,NM N D,2,2,2,3,D,{'bullet3.srcml.xml_identifiers'},931
float,rcp len 2,NM N D,len,1,1,3,N,{'bullet3.srcml.xml_identifiers'},931
float,rcp len 2,NM N D,rcp,0,0,3,NM,{'bullet3.srcml.xml_identifiers'},931
String,received Token Signature,NM NM N,Signature,2,2,3,N,{'jenkins.srcml.xml_identifiers'},932
String,received Token Signature,NM NM N,received,0,0,3,NM,{'jenkins.srcml.xml_identifiers'},932
String,received Token Signature,NM NM N,Token,1,1,3,NM,{'jenkins.srcml.xml_identifiers'},932
int,recorded Matchers Size,NM NM N,Size,2,2,3,N,{'mockito.srcml.xml_identifiers'},933
int,recorded Matchers Size,NM NM N,recorded,0,0,3,NM,{'mockito.srcml.xml_identifiers'},933
int,recorded Matchers Size,NM NM N,Matchers,1,1,3,NM,{'mockito.srcml.xml_identifiers'},933
u32,rectangle Index,NM N,Index,1,2,3,N,{'irrlicht.srcml.xml_identifiers'},934
u32,rectangle Index,NM N,rectangle,0,0,3,NM,{'irrlicht.srcml.xml_identifiers'},934
JSONObject,reduced Json,NM N,Json,1,2,3,N,{'jenkins.srcml.xml_identifiers'},935
JSONObject,reduced Json,NM N,reduced,0,0,3,NM,{'jenkins.srcml.xml_identifiers'},935
Int32,rem F,NM N,F,1,2,3,N,{'irrlicht.srcml.xml_identifiers'},936
Int32,rem F,NM N,rem,0,0,3,NM,{'irrlicht.srcml.xml_identifiers'},936
auto,REPL Module,NM N,Module,1,2,3,N,{'swift.srcml.xml_identifiers'},937
auto,REPL Module,NM N,REPL,0,0,3,NM,{'swift.srcml.xml_identifiers'},937
uint8t,request bytes,NM NPL,request,0,0,3,NM,{'grpc.srcml.xml_identifiers'},938
uint8t,request bytes,NM NPL,bytes,1,2,3,NPL,{'grpc.srcml.xml_identifiers'},938
Map,requested Plugins,NM NPL,requested,0,0,3,NM,{'jenkins.srcml.xml_identifiers'},939
Map,requested Plugins,NM NPL,Plugins,1,2,3,NPL,{'jenkins.srcml.xml_identifiers'},939
guchar[],rgb real,NM N,real,1,2,3,N,{'gimp.srcml.xml_identifiers'},940
guchar[],rgb real,NM N,rgb,0,0,3,NM,{'gimp.srcml.xml_identifiers'},940
PointerRNA,root ptr,NM N,ptr,1,2,3,N,{'blender.srcml.xml_identifiers'},941
PointerRNA,root ptr,NM N,root,0,0,3,NM,{'blender.srcml.xml_identifiers'},941
ExtendedBounds,rounded Bounds,NM NPL,rounded,0,0,3,NM,{'elasticsearch.srcml.xml_identifiers'},942
ExtendedBounds,rounded Bounds,NM NPL,Bounds,1,2,3,NPL,{'elasticsearch.srcml.xml_identifiers'},942
ofRtAudioSoundStream,rt Stream Ptr,NM NM N,Ptr,2,2,3,N,{'openFrameworks.srcml.xml_identifiers'},943
ofRtAudioSoundStream,rt Stream Ptr,NM NM N,rt,0,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},943
ofRtAudioSoundStream,rt Stream Ptr,NM NM N,Stream,1,1,3,NM,{'openFrameworks.srcml.xml_identifiers'},943
RtmSession,rtm Session,NM N,Session,1,2,3,N,{'okhttp.srcml.xml_identifiers'},944
RtmSession,rtm Session,NM N,rtm,0,0,3,NM,{'okhttp.srcml.xml_identifiers'},944
List,rules Of New Chain,N P NM N,rules,0,0,3,N,{'junit4.srcml.xml_identifiers'},945
List,rules Of New Chain,N P NM N,Chain,3,2,3,N,{'junit4.srcml.xml_identifiers'},945
List,rules Of New Chain,N P NM N,New,2,1,3,NM,{'junit4.srcml.xml_identifiers'},945
List,rules Of New Chain,N P NM N,Of,1,1,3,P,{'junit4.srcml.xml_identifiers'},945
Real,running Log Average,NM NM N,Average,2,2,3,N,{'QuantLib.srcml.xml_identifiers'},946
Real,running Log Average,NM NM N,running,0,0,3,NM,{'QuantLib.srcml.xml_identifiers'},946
Real,running Log Average,NM NM N,Log,1,1,3,NM,{'QuantLib.srcml.xml_identifiers'},946
string,s Tracking System Name,PRE NM NM N,Name,3,2,3,N,{'bullet3.srcml.xml_identifiers'},947
string,s Tracking System Name,PRE NM NM N,Tracking,1,1,3,NM,{'bullet3.srcml.xml_identifiers'},947
string,s Tracking System Name,PRE NM NM N,System,2,1,3,NM,{'bullet3.srcml.xml_identifiers'},947
string,s Tracking System Name,PRE NM NM N,s,0,0,3,PRE,{'bullet3.srcml.xml_identifiers'},947
double[],score Pos Prev,NM N NM,Pos,1,1,3,N,{'corenlp.srcml.xml_identifiers'},948
double[],score Pos Prev,NM N NM,score,0,0,3,NM,{'corenlp.srcml.xml_identifiers'},948
double[],score Pos Prev,NM N NM,Prev,2,2,3,NM,{'corenlp.srcml.xml_identifiers'},948
GeglRectangle,selection bounds,NM NPL,selection,0,0,3,NM,{'gimp.srcml.xml_identifiers'},949
GeglRectangle,selection bounds,NM NPL,bounds,1,2,3,NPL,{'gimp.srcml.xml_identifiers'},949
List,sentence List,NM N,List,1,2,3,N,{'corenlp.srcml.xml_identifiers'},950
List,sentence List,NM N,sentence,0,0,3,NM,{'corenlp.srcml.xml_identifiers'},950
Action,set Prev Ctx Action,NM NM NM N,Action,3,2,3,N,{'antlr4.srcml.xml_identifiers'},951
Action,set Prev Ctx Action,NM NM NM N,set,0,0,3,NM,{'antlr4.srcml.xml_identifiers'},951
Action,set Prev Ctx Action,NM NM NM N,Prev,1,1,3,NM,{'antlr4.srcml.xml_identifiers'},951
Action,set Prev Ctx Action,NM NM NM N,Ctx,2,1,3,NM,{'antlr4.srcml.xml_identifiers'},951
auto,simple Fn Ty,NM NM N,Ty,2,2,3,N,{'swift.srcml.xml_identifiers'},952
auto,simple Fn Ty,NM NM N,simple,0,0,3,NM,{'swift.srcml.xml_identifiers'},952
auto,simple Fn Ty,NM NM N,Fn,1,1,3,NM,{'swift.srcml.xml_identifiers'},952
float,sin rot w,NM NM N,w,2,2,3,N,{'ogre.srcml.xml_identifiers'},953
float,sin rot w,NM NM N,sin,0,0,3,NM,{'ogre.srcml.xml_identifiers'},953
float,sin rot w,NM NM N,rot,1,1,3,NM,{'ogre.srcml.xml_identifiers'},953
long,size Guess,NM N,Guess,1,2,3,N,{'jenkins.srcml.xml_identifiers'},954
long,size Guess,NM N,size,0,0,3,NM,{'jenkins.srcml.xml_identifiers'},954
int,size Per Span,N P N,size,0,0,3,N,{'Telegram.srcml.xml_identifiers'},955
int,size Per Span,N P N,Span,2,2,3,N,{'Telegram.srcml.xml_identifiers'},955
int,size Per Span,N P N,Per,1,1,3,P,{'Telegram.srcml.xml_identifiers'},955
uint32t,source index,NM N,index,1,2,3,N,{'openFrameworks.srcml.xml_identifiers'},956
uint32t,source index,NM N,source,0,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},956
auto,source Ty,NM N,Ty,1,2,3,N,{'swift.srcml.xml_identifiers'},957
auto,source Ty,NM N,source,0,0,3,NM,{'swift.srcml.xml_identifiers'},957
QFileInfo,src File Info,NM NM N,Info,2,2,3,N,{'kdevelop.srcml.xml_identifiers'},958
QFileInfo,src File Info,NM NM N,src,0,0,3,NM,{'kdevelop.srcml.xml_identifiers'},958
QFileInfo,src File Info,NM NM N,File,1,1,3,NM,{'kdevelop.srcml.xml_identifiers'},958
int,src start idx,NM NM N,idx,2,2,3,N,{'opencv.srcml.xml_identifiers'},959
int,src start idx,NM NM N,src,0,0,3,NM,{'opencv.srcml.xml_identifiers'},959
int,src start idx,NM NM N,start,1,1,3,NM,{'opencv.srcml.xml_identifiers'},959
grpcchannelcredentials,ssl creds,NM NPL,ssl,0,0,3,NM,{'grpc.srcml.xml_identifiers'},960
grpcchannelcredentials,ssl creds,NM NPL,creds,1,2,3,NPL,{'grpc.srcml.xml_identifiers'},960
rect,static Rect,NM N,Rect,1,2,3,N,{'irrlicht.srcml.xml_identifiers'},961
rect,static Rect,NM N,static,0,0,3,NM,{'irrlicht.srcml.xml_identifiers'},961
File,status File,NM N,File,1,2,3,N,{'antlr4.srcml.xml_identifiers'},962
File,status File,NM N,status,0,0,3,NM,{'antlr4.srcml.xml_identifiers'},962
Real,step Size,NM N,Size,1,2,3,N,{'QuantLib.srcml.xml_identifiers'},963
Real,step Size,NM N,step,0,0,3,NM,{'QuantLib.srcml.xml_identifiers'},963
int,step x,NM N,x,1,2,3,N,{'opencv.srcml.xml_identifiers'},964
int,step x,NM N,step,0,0,3,NM,{'opencv.srcml.xml_identifiers'},964
QStringList,str args,NM NPL,str,0,0,3,NM,{'kdevelop.srcml.xml_identifiers'},965
QStringList,str args,NM NPL,args,1,2,3,NPL,{'kdevelop.srcml.xml_identifiers'},965
Headers,stream Headers,NM NPL,stream,0,0,3,NM,{'okhttp.srcml.xml_identifiers'},966
Headers,stream Headers,NM NPL,Headers,1,2,3,NPL,{'okhttp.srcml.xml_identifiers'},966
constiterator,sub start,NM N,start,1,2,3,N,{'openFrameworks.srcml.xml_identifiers'},967
constiterator,sub start,NM N,sub,0,0,3,NM,{'openFrameworks.srcml.xml_identifiers'},967
XIMStyle,supported Style,NM N,Style,1,2,3,N,{'irrlicht.srcml.xml_identifiers'},968
XIMStyle,supported Style,NM N,supported,0,0,3,NM,{'irrlicht.srcml.xml_identifiers'},968
int,sz Joint Ranges,NM NM NPL,sz,0,0,3,NM,{'bullet3.srcml.xml_identifiers'},969
int,sz Joint Ranges,NM NM NPL,Joint,1,1,3,NM,{'bullet3.srcml.xml_identifiers'},969
int,sz Joint Ranges,NM NM NPL,Ranges,2,2,3,NPL,{'bullet3.srcml.xml_identifiers'},969
QStyleOptionTab,tab Overlap,NM N,Overlap,1,2,3,N,{'kdevelop.srcml.xml_identifiers'},970
QStyleOptionTab,tab Overlap,NM N,tab,0,0,3,NM,{'kdevelop.srcml.xml_identifiers'},970
QSet,tagged Resources,NM NPL,tagged,0,0,3,NM,{'calligra.srcml.xml_identifiers'},971
QSet,tagged Resources,NM NPL,Resources,1,2,3,NPL,{'calligra.srcml.xml_identifiers'},971
char,target chars,NM NPL,target,0,0,3,NM,{'grpc.srcml.xml_identifiers'},972
char,target chars,NM NPL,chars,1,2,3,NPL,{'grpc.srcml.xml_identifiers'},972
DeclAttributes,temp Attrs,NM NPL,temp,0,0,3,NM,{'swift.srcml.xml_identifiers'},973
DeclAttributes,temp Attrs,NM NPL,Attrs,1,2,3,NPL,{'swift.srcml.xml_identifiers'},973
stringt,text Chopped 2,N NM D,2,2,2,3,D,{'swift.srcml.xml_identifiers'},974
stringt,text Chopped 2,N NM D,text,0,0,3,N,{'swift.srcml.xml_identifiers'},974
stringt,text Chopped 2,N NM D,Chopped,1,1,3,NM,{'swift.srcml.xml_identifiers'},974
int,thread Array Size,NM NM N,Size,2,2,3,N,{'junit4.srcml.xml_identifiers'},975
int,thread Array Size,NM NM N,thread,0,0,3,NM,{'junit4.srcml.xml_identifiers'},975
int,thread Array Size,NM NM N,Array,1,1,3,NM,{'junit4.srcml.xml_identifiers'},975
float[],tmp vec,NM N,vec,1,2,3,N,{'blender.srcml.xml_identifiers'},976
float[],tmp vec,NM N,tmp,0,0,3,NM,{'blender.srcml.xml_identifiers'},976
double[],to XYZ,P N,XYZ,1,2,3,N,{'bullet3.srcml.xml_identifiers'},977
double[],to XYZ,P N,to,0,0,3,P,{'bullet3.srcml.xml_identifiers'},977
JSONObject,token Data,NM N,Data,1,2,3,N,{'jenkins.srcml.xml_identifiers'},978
JSONObject,token Data,NM N,token,0,0,3,NM,{'jenkins.srcml.xml_identifiers'},978
Map,token Store Typed Data,NM NM NM N,Data,3,2,3,N,{'jenkins.srcml.xml_identifiers'},979
Map,token Store Typed Data,NM NM NM N,token,0,0,3,NM,{'jenkins.srcml.xml_identifiers'},979
Map,token Store Typed Data,NM NM NM N,Store,1,1,3,NM,{'jenkins.srcml.xml_identifiers'},979
Map,token Store Typed Data,NM NM NM N,Typed,2,1,3,NM,{'jenkins.srcml.xml_identifiers'},979
String,token Type S,NM NM N,S,2,2,3,N,{'antlr4.srcml.xml_identifiers'},980
String,token Type S,NM NM N,token,0,0,3,NM,{'antlr4.srcml.xml_identifiers'},980
