SPLIT_IDENTIFIER,WORD,NORMALIZED_POSITION,MAXPOSITION,CONTEXT_NUMBER,POSITION,LANGUAGE,LAST_LETTER,NLTK_POS,VERB_SCORE,DET_SCORE,PREP_SCORE,CONJ_SCORE,PREPOSITION,DETERMINER,ENGLISHV_SCORE,CONTAINSLISTVERB,ENGLISHN_SCORE,METHODN_SCORE,METHODV_SCORE,CODEPRE_SCORE,METHODPRE_SCORE,ENGLISHPRE_SCORE,CONTAINSDIGIT,CONTAINSCLOSEDSET,SECOND_LAST_LETTER,FLAIR_POS
Segmenter Core Annotations,segmenter,0,3,2,0,3,114,8,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0160179696977138,0.0,0.0,False,False,101,NN NNP NNPS
z p i,i,2,3,5,2,0,105,8,-0.0474253706634044,0.0242057759314775,-0.1154398471117019,0.0242057759314775,0,0,0.0718332603573799,0,0.0032766805961728,-0.0298964772373437,-0.0283039733767509,0.578053891658783,0.5427438020706177,0.8224219083786011,False,False,105,LS NN NN
Singularity S3 Uploader File,singularity,0,4,2,0,3,121,8,0.4892721772193908,0.417064219713211,0.4222733080387115,0.417064219713211,0,0,0.3809477686882019,0,0.3819150030612945,0.0,0.0,-0.3926374316215515,0.0,-0.027939286082983,False,False,116,NN NN NN NN
utf8 next code point,point,2,4,4,3,2,116,8,0.6542423963546753,0.6156228184700012,0.6342320442199707,0.6156228184700012,0,0,0.3048392534255981,1,0.2578741014003753,0.0929025262594223,0.0991393625736236,0.2112095803022384,0.1631882488727569,-0.0661300644278526,False,False,110,CD JJ NN NN
all Cols Indexed,all,0,3,5,0,3,108,2,0.7029333710670471,0.7388486266136169,0.7385222911834717,0.7388486266136169,0,1,0.234033852815628,0,0.1890775561332702,0.0024879137054085,-0.0115211270749568,0.2071326524019241,-0.0043355994857847,-0.1067553982138633,False,False,108,DT NNP NNP
lines per option,per,1,3,3,1,0,114,3,0.4401035010814667,0.4279240667819977,0.5161687135696411,0.4279240667819977,1,0,0.2140926867723465,0,0.2645268142223358,0.0,0.0,0.0364380590617656,0.0,0.0256269685924053,False,False,101,NNS IN NN
weechat guile api string input for buffer,buffer,2,7,4,6,0,114,8,0.4995239973068237,0.3769233822822571,0.4280985891819,0.3769233822822571,0,0,0.2717797756195068,0,0.1677887588739395,0.25110724568367,0.1454543173313141,0.2551386952400207,0.1529063433408737,-0.0095627289265394,False,False,101,NN NN NN NN NN IN NN
for Unknown Schema,unknown,1,3,5,1,3,110,4,0.4989528059959411,0.5596857070922852,0.557564377784729,0.5596857070922852,0,0,0.2264288812875747,0,0.1927116811275482,0.0554677695035934,0.0088558169081807,0.2182711958885193,0.1266341805458068,-0.0391565859317779,False,False,119,IN NNP NNP
offset to left contour,offset,0,4,1,0,0,116,8,0.5798848867416382,0.4407728314399719,0.5119983553886414,0.4407728314399719,0,0,0.2467081844806671,0,0.1781658679246902,0.0329674035310745,0.0299890451133251,0.3166488707065582,0.0149656133726239,-0.0251510851085186,False,False,101,VB TO VBD NN
gimp value set int32 array,int32,1,5,4,3,3,50,8,0.3390893042087555,0.2469855546951294,0.304508626461029,0.2469855546951294,0,0,0.2310435175895691,0,0.205382689833641,0.0,0.0,0.0,0.0,0.2908568382263183,False,False,51,NN NN NN NN NN
v 0 layer connection,connection,2,4,5,3,2,110,8,0.5812858939170837,0.5252709984779358,0.5482099056243896,0.5252709984779358,0,0,0.3240158557891845,0,0.2738733887672424,0.0368192642927169,0.1801723688840866,0.2369391173124313,0.0917449295520782,-0.1288386583328247,True,False,111,NN CD NN NN
copy Item,copy,0,2,3,0,3,121,8,0.5978592038154602,0.4337191879749298,0.4711056351661682,0.4337191879749298,0,0,0.2677439451217651,1,0.2204356491565704,-0.0619908310472965,-0.1008373275399208,-0.0123517299070954,-0.0115437731146812,-0.0306345857679843,False,False,112,NN NN
Generic Emissive Closure,generic,0,3,2,0,2,99,8,0.5124924778938293,0.4364157617092132,0.4770429134368896,0.4364157617092132,0,0,0.3498114645481109,0,0.3991110622882843,0.2888652980327606,0.2432504892349243,0.1849910169839859,0.1633233726024627,-0.0910854712128639,False,False,105,JJ NN NN
binary Search Bytes,binary,0,3,4,0,0,121,8,0.4329002201557159,0.3457759618759155,0.3884740471839905,0.3457759618759155,0,0,0.3658151924610138,0,0.3634102344512939,0.3061364591121673,0.2368730902671814,-0.0134817194193601,0.1427761167287826,0.0517475306987762,False,False,114,JJ NN VBZ
undiscounted Amount,amount,2,2,5,1,2,116,8,0.5518694519996643,0.517291247844696,0.5001932978630066,0.517291247844696,0,0,0.2471887767314911,1,0.242620587348938,0.223027765750885,0.1959796249866485,0.1922448873519897,0.1085457727313041,-0.0004751536471303,False,False,110,JJ NNP
null Passed To Verify No More Interactions,to,1,7,4,2,0,111,13,0.7179856896400452,0.608247697353363,0.7304670810699463,0.608247697353363,1,0,0.2719946205615997,0,0.1864666491746902,0.0445503666996955,0.0361546128988266,0.2124986797571182,0.0713766515254974,-0.0714837536215782,False,False,116,NN VBN TO VB DT JJR NNS
Video Capture DShow,capture,1,3,2,1,2,101,8,0.6670723557472229,0.4595762193202972,0.5182515978813171,0.4595762193202972,0,0,0.2820800542831421,1,0.2376745194196701,0.0398011989891529,0.0925454050302505,0.0340092740952968,0.0135197965428233,-0.0913127139210701,False,False,114,NNP NNP NNP
Http1 Exchange Codec,codec,2,3,2,2,3,99,8,0.2537567615509033,0.2234714925289154,0.1889164596796035,0.2234714925289154,0,0,0.2199483513832092,0,0.1931006610393524,0.4762559533119201,0.3530711829662323,0.1153368949890136,0.1385409533977508,0.0672911778092384,False,False,101,NNP NNP NNP
Tree Post Script Generator,post,1,4,2,1,3,116,8,0.650423526763916,0.531679093837738,0.5927350521087646,0.531679093837738,0,0,0.2440298050642013,0,0.2068367451429367,-0.1381879448890686,-0.0264644119888544,-0.0167758334428071,0.0887080430984497,-0.1314566880464553,False,False,115,NNP NNP NNP NNP
last bytes,last,0,2,1,0,0,116,4,0.6068373322486877,0.626768171787262,0.6532617807388306,0.626768171787262,0,1,0.285684585571289,1,0.2330861687660217,-0.1191553175449371,-0.0588632859289646,0.1275923997163772,0.0313687659800052,-0.1062425374984741,False,False,115,JJ NNS
CRF Non Linear Log Conditional Objective Function,function,2,7,2,6,3,110,8,0.6157093644142151,0.5029754638671875,0.5006054639816284,0.5029754638671875,0,0,0.3626261949539184,1,0.3536309599876404,-0.0738574564456939,-0.0429766252636909,0.072879709303379,0.096859373152256,0.0069120498374104,False,False,111,NN NNP NN NN JJ NN NN
as Writer,as,0,2,4,0,3,115,3,0.497831642627716,0.7099723815917969,0.6067940592765808,0.7099723815917969,1,0,0.2596551477909088,0,0.2822450697422027,0.0386137664318084,0.065761387348175,0.2709118723869324,-0.0531573891639709,-0.0133075769990682,False,False,97,IN NN
Delete Input,delete,0,2,4,0,3,101,8,0.5984068512916565,0.4520260989665985,0.4611049592494964,0.4520260989665985,0,0,0.3051726520061493,0,0.2571394443511963,-0.2469574213027954,-0.1776967197656631,-0.0930912271142005,0.0009038483258336,0.0348571874201297,False,False,116,NN NN
on Item Long Click Listener,long,1,5,1,2,3,103,11,0.5619929432868958,0.5861113667488098,0.5765822529792786,0.5861113667488098,0,0,0.2541175186634063,1,0.1933829933404922,0.1757665276527404,0.100175604224205,0.1160069927573204,0.1063195616006851,-0.1089139357209205,False,False,110,IN NN JJ NN NN
get a 1,1,2,3,4,2,2,49,1,-0.1175634488463401,-0.0854693725705146,-0.0718195587396621,-0.0854693725705146,0,0,0.01401346642524,0,0.0179021935909986,0.0,0.0,0.2179060727357864,0.0,0.7723382711410522,True,False,49,VB DT CD
ptr channel 2,channel,1,3,3,1,0,108,9,0.5140893459320068,0.4149452149868011,0.478215605020523,0.4149452149868011,0,0,0.2878866791725158,0,0.232326328754425,0.0751391500234603,0.14145527780056,0.2011158168315887,0.2024124264717102,-0.0612147115170955,True,False,101,NN NN CD
Upgrade V 1 Layer Parameter,layer,1,5,4,3,2,114,8,0.4266724288463592,0.3397881984710693,0.4068684577941894,0.3397881984710693,0,0,0.2881234884262085,0,0.205815702676773,0.2221545726060867,0.2001387625932693,0.2442502081394195,0.1771510541439056,-0.0186656434088945,True,False,101,NN NN CD NN NN
declared Type 1,1,2,3,5,2,3,49,1,-0.1175634488463401,-0.0854693725705146,-0.0718195587396621,-0.0854693725705146,0,0,0.01401346642524,0,0.0179021935909986,0.0,0.0,0.2179060727357864,0.0,0.7723382711410522,True,False,49,VBD NNP CD
all Users,users,2,2,5,1,2,115,9,0.5020701885223389,0.4986874163150787,0.4795767962932586,0.4986874163150787,0,0,0.1569210290908813,0,0.1220302060246467,0.2701666355133056,0.2650898993015289,0.015723530203104,0.078706294298172,-0.1205268129706382,False,False,114,DT NNPS
Scroll Id For Node,for,1,4,2,2,3,114,3,0.6652923226356506,0.6487572193145752,0.7494576573371887,0.6487572193145752,1,0,0.2630895972251892,0,0.2184764295816421,0.2286411225795745,0.176849752664566,0.0205274354666471,0.0457207784056663,-0.1648605167865753,False,False,111,VB NN IN NN
set Frame Pen,set,0,3,4,0,3,116,8,0.6916860938072205,0.5354424715042114,0.6288365721702576,0.5354424715042114,0,0,0.3237705826759338,1,0.2673531770706177,-0.1627518832683563,-0.1774049699306488,0.2358244955539703,0.0703361555933952,-0.1274892091751098,False,False,101,VB NNP NNP
last builder,builder,2,2,1,1,2,114,8,0.4966402053833008,0.4225420951843261,0.4379441440105438,0.4225420951843261,0,0,0.3001532554626465,0,0.281377762556076,-0.075270190834999,-0.0876399353146553,0.3395601511001587,0.065343752503395,-0.0652573704719543,False,False,101,JJ NN
node 2,node,0,2,5,0,2,101,8,0.3651657402515411,0.3180817663669586,0.339949369430542,0.3180817663669586,0,0,0.2604382634162903,0,0.2424037903547287,-0.0083197131752967,0.0498703494668006,0.2946391403675079,0.0988207682967186,0.0756080746650695,True,False,100,NN CD
ya Bottom,ya,0,2,1,0,3,97,8,0.303303450345993,0.3132237493991852,0.2594282031059265,0.3132237493991852,0,0,0.2314016669988632,0,0.223569706082344,0.0,0.0,0.028923051431775,0.0,0.2851611375808716,False,False,121,PRP NNP
this service ext info,service,1,4,5,1,0,101,8,0.5706104636192322,0.4824262261390686,0.5411006212234497,0.4824262261390686,0,0,0.2621019184589386,0,0.2504783570766449,-0.0856279507279396,0.0408116318285465,0.1061843708157539,-0.02599323913455,-0.1576976180076599,False,False,99,DT NN NN NN
only in ground,ground,2,3,1,2,0,100,8,0.6156530976295471,0.525055468082428,0.6540504097938538,0.525055468082428,0,0,0.325982004404068,0,0.2766606211662292,0.528201162815094,0.3628571033477783,0.03090525791049,0.0474907606840133,-0.1044852510094642,False,False,110,RB IN NN
all Open Workspaces,all,0,3,4,0,3,108,2,0.7029333710670471,0.7388486266136169,0.7385222911834717,0.7388486266136169,0,1,0.234033852815628,0,0.1890775561332702,0.0024879137054085,-0.0115211270749568,0.2071326524019241,-0.0043355994857847,-0.1067553982138633,False,False,108,DT JJ NNS
png do strip channel,channel,2,4,4,3,2,108,9,0.5140893459320068,0.4149452149868011,0.478215605020523,0.4149452149868011,0,0,0.2878866791725158,0,0.232326328754425,0.0751391500234603,0.14145527780056,0.2011158168315887,0.2024124264717102,-0.0612147115170955,False,False,101,NN VBP NN NN
R igraph add myid to env,r,0,6,4,0,0,114,8,-0.0813780725002288,-0.0477983579039573,-0.1041615679860115,-0.0477983579039573,0,0,0.0432193279266357,0,0.0466356202960014,0.0718801766633987,0.0646724551916122,0.3953348696231842,0.2975660264492035,0.9245588779449464,False,False,114,NN NN VB NN TO VB
only Impersonation Enabled,enabled,2,3,1,2,3,100,17,0.5745120048522949,0.5424730777740479,0.5254926681518555,0.5424730777740479,0,0,0.2502144575119018,0,0.1510799527168274,0.0053956937044858,0.0838716030120849,0.0410757698118686,0.0723514556884765,-0.1161673814058303,False,False,101,RB NN VBN
INDEX PREFIX WITH TEMPLATE,index,0,4,1,0,3,120,8,0.4711067974567413,0.3356606364250183,0.3905889093875885,0.3356606364250183,0,0,0.2341277748346328,0,0.2508496046066284,-0.1424120664596557,-0.0878286063671112,0.2812088429927826,0.1542724370956421,-0.0243396461009979,False,False,101,NN NN IN NN
from Docker Config,config,2,3,1,2,3,103,8,0.3252014219760895,0.2421398758888244,0.2658312022686004,0.2421398758888244,0,0,0.2444806843996048,0,0.2104059904813766,-0.0724861621856689,-0.0558472350239753,0.2082493901252746,0.0597104988992214,0.1829910427331924,False,False,105,IN NNP NNP
line 1 grad,1,1,3,3,1,0,49,1,-0.1175634488463401,-0.0854693725705146,-0.0718195587396621,-0.0854693725705146,0,0,0.01401346642524,0,0.0179021935909986,0.0,0.0,0.2179060727357864,0.0,0.7723382711410522,True,False,49,NN CD NN
f curve Found,f,0,3,3,0,2,102,8,-0.0758770108222961,-0.0374324731528759,-0.0975474491715431,-0.0374324731528759,0,0,0.0623515099287033,0,0.0492710508406162,-0.2391174435615539,-0.1890844851732254,0.5088379383087158,0.4698400795459747,0.9227393865585328,False,False,102,XX NN VBN
to Count,count,2,2,5,1,3,116,8,0.6439720392227173,0.5378867983818054,0.5479393005371094,0.5378867983818054,0,0,0.2931804656982422,1,0.2908344268798828,-0.0719224363565445,0.0007998049259185,0.2199552506208419,0.1006009802222251,-0.050404742360115,False,False,110,IN NNP
simulate GC,gc,2,2,4,1,3,99,8,-0.0340824499726295,-0.0278289020061492,-0.0478899590671062,-0.0278289020061492,0,0,0.1360213309526443,0,0.1300738453865051,0.1526625305414199,0.0788894742727279,0.1690239310264587,0.1087605282664299,0.6570567488670349,False,False,103,VB NNP
Set Add Faces Points,add,1,4,4,1,3,100,14,0.7110483050346375,0.5738176703453064,0.5850059390068054,0.5738176703453064,0,0,0.3019666373729706,1,0.2436722666025161,-0.1243038326501846,-0.1343463957309723,0.1843372136354446,0.0404498912394046,0.0623024031519889,False,False,100,VB NNP VBZ NNS
last Segment Index,last,0,3,3,0,3,116,4,0.6068373322486877,0.626768171787262,0.6532617807388306,0.626768171787262,0,1,0.285684585571289,1,0.2330861687660217,-0.1191553175449371,-0.0588632859289646,0.1275923997163772,0.0313687659800052,-0.1062425374984741,False,False,115,JJ NNP NNP
s set find and delete,find,1,5,4,2,0,100,14,0.7460048794746399,0.654677152633667,0.5803598761558533,0.654677152633667,0,0,0.2657793760299682,1,0.2088865637779235,-0.1737171411514282,-0.1158907264471054,0.1223588064312934,0.008245026692748,0.0039800093509256,False,False,110,PRP VBD VB CC VBP
conditional match on branch,match,1,4,4,1,0,104,8,0.606553852558136,0.5025004744529724,0.5470739603042603,0.5025004744529724,0,0,0.2325680255889892,1,0.2345533818006515,-0.0765745490789413,-0.0475984551012516,0.1007875353097915,-0.0150387370958924,-0.08561672270298,False,False,99,JJ NN IN NN
ovsdb atom string create no copy,copy,2,6,4,5,0,121,8,0.5978592038154602,0.4337191879749298,0.4711056351661682,0.4337191879749298,0,0,0.2677439451217651,1,0.2204356491565704,-0.0619908310472965,-0.1008373275399208,-0.0123517299070954,-0.0115437731146812,-0.0306345857679843,False,False,112,NNP NN NN VBP DT NN
question AST,ast,2,2,5,1,3,116,8,0.435292512178421,0.4380973875522613,0.4730075597763061,0.4380973875522613,0,0,0.3080140054225921,0,0.2208047658205032,0.6137409210205078,0.3918872475624084,0.2723397314548492,0.0654489696025848,0.151592805981636,False,False,115,NN NNP
as binary,binary,2,2,1,1,0,121,8,0.4329002201557159,0.3457759618759155,0.3884740471839905,0.3457759618759155,0,0,0.3658151924610138,0,0.3634102344512939,0.3061364591121673,0.2368730902671814,-0.0134817194193601,0.1427761167287826,0.0517475306987762,False,False,114,IN JJ
Token Type Decl,token,0,3,2,0,3,110,8,0.509986162185669,0.4662282764911651,0.4476473033428192,0.4662282764911651,0,0,0.3419534564018249,0,0.3236150443553924,-0.0550810135900974,0.0076136216521263,0.2363739162683487,0.1097887381911277,-0.0118639515712857,False,False,101,NNP NNP NNP
Net State Rule Default Type Internal,default,1,6,2,3,2,116,8,0.5234344005584717,0.4534406661987304,0.4827598035335541,0.4534406661987304,0,0,0.3026679754257202,0,0.2745136618614197,0.1267238557338714,0.1411328613758087,0.3413805365562439,0.1115670204162597,-0.0308864582329988,False,False,108,JJ NN NN NN NN JJ
bibliography Type,type,2,2,5,1,2,101,8,0.5841405391693115,0.492459088563919,0.4904773533344269,0.492459088563919,0,0,0.3618369102478027,0,0.3988646566867828,-0.1120213642716407,-0.041724719107151,0.2128151804208755,0.0030108662322163,-0.0103895599022507,False,False,112,NN NN
Upsampling 2D,upsampling,0,2,2,0,3,103,16,0.5420730710029602,0.472754031419754,0.5064013600349426,0.472754031419754,0,0,0.2154259830713272,0,0.1979684233665466,0.0,0.0,0.0,0.0,-0.0648361593484878,False,False,110,VBG NN
t v now,t,0,3,3,0,0,116,8,-0.0566406100988388,-0.0427103117108345,-0.144923061132431,-0.0427103117108345,0,0,0.0083303162828087,0,-0.0081099066883325,0.04533351957798,-0.0074663087725639,0.4781578481197357,0.3358388245105743,0.7934618592262268,False,True,116,UH NN RB
File 2 Page App,app,2,4,2,3,2,112,8,0.4337666928768158,0.3828136324882507,0.375990480184555,0.3828136324882507,0,0,0.2754058837890625,0,0.2382049709558487,0.1050347685813903,0.1629319489002227,0.1894360184669494,0.0949104875326156,0.0236866623163223,True,False,112,NN CD NN NN
str array len,array,1,3,4,1,3,121,8,0.4528785645961761,0.3147991597652435,0.394847571849823,0.3147991597652435,0,0,0.2857179045677185,0,0.2672163546085357,-0.0815707147121429,-0.0386038869619369,0.2664309442043304,0.1395161151885986,0.0166003219783306,False,False,97,NNP NNP NNP
under Provisioned Requests,provisioned,1,3,5,1,3,100,17,0.4248033761978149,0.4455880522727966,0.4391224086284637,0.4455880522727966,0,0,0.2375281304121017,0,0.2279578596353531,0.0,0.0,0.1196193099021911,0.0,-0.1362074613571167,False,False,101,IN VBN NNPS
in prop Name,name,2,3,5,2,2,101,8,0.5559632182121277,0.4896434247493744,0.5106737613677979,0.4896434247493744,0,0,0.3835809528827667,1,0.4334036707878113,0.0510286577045917,0.0233661886304616,0.2435706257820129,0.0650226175785064,-0.0016000749310478,False,False,109,IN NN NN
encoded Path Segments,segments,2,3,1,2,3,115,9,0.4652561843395233,0.4266427457332611,0.4708092212677002,0.4266427457332611,0,0,0.2244664579629898,0,0.1945439577102661,0.2227588891983032,0.1980111002922058,0.1382936686277389,0.0716552138328552,-0.1155720204114914,False,False,116,VBN NNP NNS
get next comment id,id,2,4,4,3,0,100,8,0.2241774946451187,0.1777105927467346,0.1573459059000015,0.1777105927467346,0,0,0.180844247341156,0,0.1973657608032226,-0.064068891108036,-0.0925729423761367,0.1851160675287246,0.188079833984375,0.3349845111370086,False,False,105,VB JJ NN NN
validate tree and parents,and,1,4,4,2,0,100,0,0.6949595212936401,0.7546831369400024,0.7367017865180969,0.7546831369400024,0,0,0.2575939297676086,0,0.208714410662651,-0.1033251211047172,-0.0192997697740793,0.0458301864564418,0.1428612619638443,-0.0244574043899774,False,False,110,VB NN CC NNS
s o File,o,1,3,5,1,2,111,8,-0.0765904560685157,-0.0704588368535041,-0.0884066522121429,-0.0704588368535041,0,0,0.0567269138991832,0,0.0520235672593116,0.1437482237815857,0.1403738856315612,0.352238118648529,0.3183278739452362,0.8649589419364929,False,False,111,XX XX NN
git delta read header from stream,git,0,6,4,0,0,116,8,0.3618238270282745,0.269232302904129,0.2423146218061447,0.269232302904129,0,0,0.3155163824558258,0,0.216824784874916,0.4198859632015228,0.2467739880084991,0.1400268822908401,0.1399804502725601,0.1605491191148758,False,False,105,VB NN VB NN IN NN
s3fs exit fuse loop,exit,1,4,4,1,2,116,8,0.5506538152694702,0.3846340477466583,0.489975243806839,0.3846340477466583,0,0,0.2545475959777832,0,0.1967439353466034,-0.0578085556626319,0.014362565241754,0.0065228631719946,0.0607191920280456,-0.0375994592905044,False,False,105,NNS NN NN NN
as of,as,0,2,5,0,0,115,3,0.497831642627716,0.7099723815917969,0.6067940592765808,0.7099723815917969,1,0,0.2596551477909088,0,0.2822450697422027,0.0386137664318084,0.065761387348175,0.2709118723869324,-0.0531573891639709,-0.0133075769990682,False,True,97,IN IN
next Double,double,2,2,4,1,3,101,11,0.6211535930633545,0.4618731439113617,0.5440425276756287,0.4618731439113617,0,0,0.3518113493919372,1,0.3148731887340545,0.3498122096061706,0.1790829449892044,0.1594799160957336,0.1347948163747787,-0.0341625846922397,False,False,108,RB JJ
dynamic Table Byte Count,count,2,4,1,3,2,116,8,0.6439720392227173,0.5378867983818054,0.5479393005371094,0.5378867983818054,0,0,0.2931804656982422,1,0.2908344268798828,-0.0719224363565445,0.0007998049259185,0.2199552506208419,0.1006009802222251,-0.050404742360115,False,False,110,JJ NN NNP NNP
no Error,no,0,2,4,0,2,111,2,0.5010243654251099,0.5902115106582642,0.5053937435150146,0.5902115106582642,0,1,0.2387807816267013,0,0.1810709089040756,0.2073137462139129,0.2032171040773391,0.3318305909633636,0.160592645406723,0.0427225232124328,False,False,110,DT NN
next Line,next,0,2,5,0,2,116,4,0.5643186569213867,0.5692675709724426,0.6541454792022705,0.5692675709724426,0,1,0.2708970606327057,0,0.1912891119718551,-0.2188187539577484,-0.192200094461441,0.1583672612905502,-0.0067186928354203,-0.0860680043697357,False,False,120,JJ NN
value X,x,2,2,3,1,2,120,8,-0.1052914857864379,-0.0539851859211921,-0.0762002989649772,-0.0539851859211921,0,0,0.0419157482683658,0,0.0276985242962837,-0.1088063642382621,-0.0298360157757997,0.4832698404788971,0.380574882030487,0.8536728620529175,False,False,120,NN NN
notify contact of host,contact,1,4,4,1,0,116,8,0.6040530204772949,0.475442498922348,0.5404985547065735,0.475442498922348,0,0,0.2428061813116073,1,0.2130387127399444,0.4748912155628204,0.3800599575042724,0.0892764627933502,0.16160748898983,-0.0518520809710025,False,False,99,VB NN IN NN
b 3,3,2,2,5,1,3,51,1,-0.0962797701358795,-0.0569890215992927,-0.0346521362662315,-0.0569890215992927,0,0,0.0133070545271039,0,-0.0002476875379215,0.0,0.0,0.2315976768732071,0.0,0.7641229629516602,True,False,51,LS CD
next Field Name,field,1,3,4,1,3,100,8,0.5560444593429565,0.4772110879421234,0.5820757746696472,0.4772110879421234,0,0,0.2566715776920318,0,0.2424266189336776,-0.0463961362838745,0.0218671597540378,0.2317349314689636,0.0861725062131881,-0.0860165655612945,False,False,108,JJ NN NN
depth Stencil As Texture,texture,2,4,1,3,0,101,8,0.4581718444824219,0.365579605102539,0.3844517469406128,0.365579605102539,0,0,0.3346008360385895,0,0.2851461470127105,0.3911075592041015,0.3205946683883667,0.0226563215255737,0.1654091477394104,0.0205965619534254,False,False,114,NN NNP IN NN
time of day smooth,day,1,4,1,2,2,121,8,0.5379797220230103,0.5782697796821594,0.5872567892074585,0.5782697796821594,0,0,0.2066822350025177,0,0.2086414545774459,0.2681863307952881,0.210432082414627,0.103900596499443,0.138263538479805,-0.0634403303265571,False,False,97,NN IN NN JJ
gui input search next,search,1,4,4,2,0,104,8,0.5691661834716797,0.4140970408916473,0.4769805073738098,0.4140970408916473,0,0,0.2707982659339905,1,0.2584106922149658,-0.0967636555433273,-0.0277920104563236,0.0520486980676651,0.0063041653484106,-0.0700706243515014,False,True,99,NN NN NN RB
spline max len,spline,0,3,1,0,3,101,8,0.4531214237213135,0.331249326467514,0.3754005134105682,0.331249326467514,0,0,0.2786047458648681,0,0.2285852283239364,0.2830986380577087,0.2222346067428589,0.0267404038459062,0.1193571463227272,0.1355238109827041,False,False,110,NN NN FW
off Icon,icon,2,2,1,1,3,110,8,0.3452972769737243,0.288407415151596,0.3344277143478393,0.288407415151596,0,0,0.2147347182035446,0,0.2285474240779876,0.1081794053316116,0.0376730188727378,0.1749255210161209,0.0607428289949893,0.1047236025333404,False,False,111,IN NNP
warmup time,time,2,2,1,1,2,101,8,0.607803463935852,0.6682478189468384,0.6214786767959595,0.6682478189468384,0,0,0.2390409409999847,1,0.1524792611598968,0.0281646512448787,0.0666091591119766,0.1855161786079406,0.1601631641387939,-0.1061447709798812,False,False,109,NN NN
string conv base64 8 x 3 to 6 x 4,base64,1,10,4,2,0,52,8,0.3315247595310211,0.2910485863685608,0.310317188501358,0.2910485863685608,0,0,0.2410812675952911,0,0.1771126836538314,0.0,0.0,0.0,0.0,0.1577326357364654,True,False,54,NN NN CD CD SYM CD TO CD SYM CD
bytes out,bytes,0,2,5,0,3,115,9,0.163954272866249,0.1563924103975296,0.1945162564516067,0.1563924103975296,0,0,0.124513916671276,0,0.138845682144165,0.1615546345710754,0.1409230083227157,0.2937944829463959,0.1048858389258384,0.1767346411943435,False,True,101,NNS RP
as Writer,writer,2,2,4,1,3,114,8,0.4737627506256103,0.4504406154155731,0.4043277502059936,0.4504406154155731,0,0,0.3505147099494934,0,0.2840529382228851,0.219183087348938,0.1675159931182861,0.240597203373909,0.1471598148345947,-0.0266452971845865,False,False,101,IN NN
new Param 1,1,2,3,1,2,2,49,1,-0.1175634488463401,-0.0854693725705146,-0.0718195587396621,-0.0854693725705146,0,0,0.01401346642524,0,0.0179021935909986,0.0,0.0,0.2179060727357864,0.0,0.7723382711410522,True,False,49,JJ NNP CD
weechat guile api string input for buffer,api,1,7,4,2,0,105,8,0.1533030271530151,0.1085181683301925,0.1131866499781608,0.1085181683301925,0,0,0.1897418946027755,0,0.123504489660263,0.1892960667610168,0.1289954781532287,0.1015830338001251,0.0270904973149299,0.2678065598011017,False,False,112,NN NN NN NN NN IN NN
R igraph matrix to SEXP,igraph,1,5,4,1,0,104,8,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.1387597024440765,0.0,0.0,False,False,112,NN NN NN IN NN
irc notify new for all servers,for,1,6,4,3,0,114,3,0.6652923226356506,0.6487572193145752,0.7494576573371887,0.6487572193145752,1,0,0.2630895972251892,0,0.2184764295816421,0.2286411225795745,0.176849752664566,0.0205274354666471,0.0457207784056663,-0.1648605167865753,False,False,111,NNP VBP JJ IN DT NNS
received Token Signature,received,0,3,3,0,3,100,17,0.5061598420143127,0.4714978337287903,0.5018299221992493,0.4714978337287903,0,0,0.1819892674684524,0,0.145571693778038,0.1994838118553161,0.1341094374656677,0.1772661805152893,0.10907644033432,-0.12995645403862,False,False,101,VBN NNP NNP
V 1,v,0,2,1,0,2,118,8,-0.0641946718096733,-0.0381590351462364,-0.0712403580546379,-0.0381590351462364,0,0,0.0739868730306625,0,0.1037045195698738,0.0358655974268913,-0.0198055896908044,0.3635188341140747,0.3769127130508423,0.8287001848220825,True,False,118,NN CD
light Dim,light,0,2,5,0,2,116,8,0.5792180895805359,0.4802474081516266,0.5576150417327881,0.4802474081516266,0,0,0.2814898192882538,1,0.2398527562618255,0.5365185141563416,0.3384810388088226,0.1105210781097412,0.0456569008529186,-0.1033608019351959,False,False,104,JJ NNP
backprop Training,training,2,2,5,1,3,103,8,0.4998911917209625,0.4233010113239288,0.5011564493179321,0.4233010113239288,0,0,0.2126711457967758,0,0.2271912097930908,0.0,0.0,0.0186227392405271,0.0,-0.1221066191792488,False,False,110,NN NN
Base Level 1,level,1,3,2,1,3,108,8,0.5729089975357056,0.5160490870475769,0.5743147730827332,0.5160490870475769,0,0,0.2279933989048004,0,0.2130990028381347,0.0760251209139823,0.0585320703685283,0.2509174048900604,0.1270001083612442,-0.0696296319365501,True,False,101,NN NN CD
C Animated Mesh Scene Node,c,0,5,2,0,2,99,9,-0.095213882625103,-0.047060914337635,-0.0828895568847656,-0.047060914337635,0,0,0.0180561896413564,0,0.0205319505184888,-0.0386292114853858,-0.0179265532642602,0.551260232925415,0.4815499782562256,0.8849775195121765,False,False,99,NN VBN NNP NNP NNP
